MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
25547	Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu		Comedy, Kids	Unknown	ももんず さんどうぃっち 番外編 たぬの休日	ONA	1	Jun 25, 2014	Unknown	Unknown	Unknown	Unknown	Original	2 min.	G - All Ages	"16453"	17984	302	0	14	143	8	57	80	11	Unknown	3	5	13	17	10	11	6	15		"Kids
           

            Kids"		"Comedy
           

            Comedy"					
25547	Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu		Comedy, Kids	Unknown	ももんず さんどうぃっち 番外編 たぬの休日	ONA	1	Jun 25, 2014	Unknown	Unknown	Unknown	Unknown	Original	2 min.	G - All Ages	"16453"	17984	302	0	14	143	8	57	80	11	Unknown	3	5	13	17	10	11	6	15		"Kids
           

            Kids"		"Comedy
           

            Comedy"					
26267	Goi-sensei to Tarou		Drama, School, Kids	Unknown	五井先生と太郎	OVA	1	2005	Unknown	Gakken	Unknown	Unknown	Unknown	16 min.	G - All Ages	"19816"	18667	258	0	18	63	7	49	121	8	Unknown	2	7	2	7	2	1	Unknown	4	"School
           

            School"	"Kids
           

            Kids"		"Drama
           

            Drama"					
26267	Goi-sensei to Tarou		Drama, School, Kids	Unknown	五井先生と太郎	OVA	1	2005	Unknown	Gakken	Unknown	Unknown	Unknown	16 min.	G - All Ages	"19816"	18667	258	0	18	63	7	49	121	8	Unknown	2	7	2	7	2	1	Unknown	4	"School
           

            School"	"Kids
           

            Kids"		"Drama
           

            Drama"					
27455	Porong Porong Pororo 3		Sci-Fi, Kids	Pororo the Little Penguin 3	뽀롱뽀롱 뽀로로 3	TV	52	May 4, 2009 to Oct 27, 2009	Spring 2009	Unknown	Unknown	Unknown	Unknown	5 min. per ep.	G - All Ages	"11060"	15506	507	0	20	285	13	95	94	17	5	8	28	25	62	22	10	9	14		"Kids
            

             Kids"		"Sci-Fi
            

             Sci-Fi"	Pororo el Pequeño Pingüino Serie 3				
27455	Porong Porong Pororo 3		Sci-Fi, Kids	Pororo the Little Penguin 3	뽀롱뽀롱 뽀로로 3	TV	52	May 4, 2009 to Oct 27, 2009	Spring 2009	Unknown	Unknown	Unknown	Unknown	5 min. per ep.	G - All Ages	"11060"	15506	507	0	20	285	13	95	94	17	5	8	28	25	62	22	10	9	14		"Kids
            

             Kids"		"Sci-Fi
            

             Sci-Fi"	Pororo el Pequeño Pingüino Serie 3				
27757	Anisava		Comedy, Romance, Anthropomorphic	Unknown	ANISAVA	TV	13	Aug 26, 2013 to Jan 13, 2014	Summer 2013	Unknown	Unknown	TMS Entertainment, DLE	Unknown	5 min. per ep.	PG-13 - Teens 13 or older	"11347"	13701	841	0	36	384	27	165	229	14	7	11	29	68	83	43	15	18	32	"Anthropomorphic
           

            Anthropomorphic"								
27757	Anisava		Comedy, Romance, Anthropomorphic	Unknown	ANISAVA	TV	13	Aug 26, 2013 to Jan 13, 2014	Summer 2013	Unknown	Unknown	TMS Entertainment, DLE	Unknown	5 min. per ep.	PG-13 - Teens 13 or older	"11347"	13701	841	0	36	384	27	165	229	14	7	11	29	68	83	43	15	18	32	"Anthropomorphic
           

            Anthropomorphic"								
27881	Ana no Oku no Ii Tokoro		Hentai	Unknown	穴の奥のいい秘部 [ところ]	OVA	2	Dec 12, 2014 to Feb 13, 2015	Unknown	Queen Bee, Mediabank	Unknown	Studio 9 Maiami	Manga	22 min. per ep.	Rx - Hentai	"N/A"	7139	7131	26	782	3800	388	384	1777	185	130	339	569	560	448	192	91	55	67				"Hentai
           

            Hentai"					
27881	Ana no Oku no Ii Tokoro		Hentai	Unknown	穴の奥のいい秘部 [ところ]	OVA	2	Dec 12, 2014 to Feb 13, 2015	Unknown	Queen Bee, Mediabank	Unknown	Studio 9 Maiami	Manga	22 min. per ep.	Rx - Hentai	"N/A"	7139	7131	26	782	3800	388	384	1777	185	130	339	569	560	448	192	91	55	67				"Hentai
           

            Hentai"					
28053	Kumo no Ito		Fantasy	Spider Silk	蜘蛛の糸	Movie	1	1946	Unknown	Unknown	Unknown	Unknown	Unknown	10 min.	G - All Ages	"12016"	12274	1277	1	35	746	25	67	404	17	11	17	47	101	153	60	39	23	23				"Fantasy
            

             Fantasy"					
28053	Kumo no Ito		Fantasy	Spider Silk	蜘蛛の糸	Movie	1	1946	Unknown	Unknown	Unknown	Unknown	Unknown	10 min.	G - All Ages	"12016"	12274	1277	1	35	746	25	67	404	17	11	17	47	101	153	60	39	23	23				"Fantasy
            

             Fantasy"					
28077	Go! Go! 575: Meippai ni, Hajiketeru?		Slice of Life	Unknown	GO! GO! 575 「めいっぱいに、はじけてる？」	Special	1	Oct 22, 2014	Unknown	Sega, Half H.P Studio	Unknown	C2C, Lay-duce	Game	3 min.	PG-13 - Teens 13 or older	"11378"	9350	3435	1	62	2772	34	58	509	48	49	95	295	460	529	208	122	55	58				"Slice of Life
           

            Slice of Life"					
28077	Go! Go! 575: Meippai ni, Hajiketeru?		Slice of Life	Unknown	GO! GO! 575 「めいっぱいに、はじけてる？」	Special	1	Oct 22, 2014	Unknown	Sega, Half H.P Studio	Unknown	C2C, Lay-duce	Game	3 min.	PG-13 - Teens 13 or older	"11378"	9350	3435	1	62	2772	34	58	509	48	49	95	295	460	529	208	122	55	58				"Slice of Life
           

            Slice of Life"					
28645	Haru no Shikumi		Avant Garde	The Mechanism of Spring	春のしくみ	Movie	1	2010	Unknown	Unknown	Unknown	Unknown	Original	4 min.	G - All Ages	"13138"	12469	1195	0	17	983	9	39	147	21	8	15	31	67	136	159	96	72	101				"Avant Garde
            

             Avant Garde"					
28645	Haru no Shikumi		Avant Garde	The Mechanism of Spring	春のしくみ	Movie	1	2010	Unknown	Unknown	Unknown	Unknown	Original	4 min.	G - All Ages	"13138"	12469	1195	0	17	983	9	39	147	21	8	15	31	67	136	159	96	72	101				"Avant Garde
            

             Avant Garde"					
28953	Sougiya to Inu		Avant Garde, Horror	The Undertaker and the Dog	葬儀屋と犬	Movie	1	2010	Unknown	Unknown	Unknown	Unknown	Unknown	4 min.	G - All Ages	"12574"	13248	955	0	23	633	6	46	247	20	4	12	39	63	107	55	30	60	46									
28953	Sougiya to Inu		Avant Garde, Horror	The Undertaker and the Dog	葬儀屋と犬	Movie	1	2010	Unknown	Unknown	Unknown	Unknown	Unknown	4 min.	G - All Ages	"12574"	13248	955	0	23	633	6	46	247	20	4	12	39	63	107	55	30	60	46									
28987	Kamakura		Avant Garde, Music	Snow Hut	かまくら	Movie	1	2013	Unknown	Unknown	Unknown	Unknown	Original	5 min.	G - All Ages	"11869"	15718	485	0	21	327	7	31	99	8	3	5	17	48	64	31	13	23	10	"Music
            

             Music"			"Avant Garde
            

             Avant Garde"					
28987	Kamakura		Avant Garde, Music	Snow Hut	かまくら	Movie	1	2013	Unknown	Unknown	Unknown	Unknown	Original	5 min.	G - All Ages	"11869"	15718	485	0	21	327	7	31	99	8	3	5	17	48	64	31	13	23	10	"Music
            

             Music"			"Avant Garde
            

             Avant Garde"					
29083	Lovely x Cation The Animation		Hentai	Unknown	LOVELY×CATION THE ANIMATION	OVA	2	Mar 27, 2015 to Jul 24, 2015	Unknown	Pink Pineapple	Unknown	T-Rex	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	5843	11705	37	1203	6290	567	412	3233	562	453	951	1178	593	327	109	57	36	69				"Hentai
           

            Hentai"					
29083	Lovely x Cation The Animation		Hentai	Unknown	LOVELY×CATION THE ANIMATION	OVA	2	Mar 27, 2015 to Jul 24, 2015	Unknown	Pink Pineapple	Unknown	T-Rex	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	5843	11705	37	1203	6290	567	412	3233	562	453	951	1178	593	327	109	57	36	69				"Hentai
           

            Hentai"					
29087	Wangpai Yushi		Comedy, Fantasy, Supernatural, School	Unknown	王牌御史	ONA	39	Jun 27, 2014 to Jan 20, 2016	Unknown	Tencent Animation & Comics, LAN Studio	Unknown	Haoliners Animation League	Manga	9 min. per ep.	PG-13 - Teens 13 or older	"7052"	9224	3573	11	519	580	276	331	1867	58	59	97	144	111	89	37	23	17	38	"School
           

            School"								
29087	Wangpai Yushi		Comedy, Fantasy, Supernatural, School	Unknown	王牌御史	ONA	39	Jun 27, 2014 to Jan 20, 2016	Unknown	Tencent Animation & Comics, LAN Studio	Unknown	Haoliners Animation League	Manga	9 min. per ep.	PG-13 - Teens 13 or older	"7052"	9224	3573	11	519	580	276	331	1867	58	59	97	144	111	89	37	23	17	38	"School
           

            School"								
29177	Persia no Komoriuta: Watashi no Hana		Music, Kids	Unknown	ペルシャの子守歌～わたしの花～	Music	1	Jun 19, 1984	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	17775	314	0	17	197	4	44	52	12	1	3	4	8	35	27	22	7	19	"Music
           

            Music"	"Kids
           

            Kids"							
29177	Persia no Komoriuta: Watashi no Hana		Music, Kids	Unknown	ペルシャの子守歌～わたしの花～	Music	1	Jun 19, 1984	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	17775	314	0	17	197	4	44	52	12	1	3	4	8	35	27	22	7	19	"Music
           

            Music"	"Kids
           

            Kids"							
29179	Futago no Ookami Daibouken		Music, Kids	Unknown	ふたごのオオカミ大冒険	Music	1	Oct 1, 1980	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	17169	360	0	10	254	4	44	48	11	2	3	10	23	44	25	20	13	20	"Music
           

            Music"	"Kids
           

            Kids"							
29179	Futago no Ookami Daibouken		Music, Kids	Unknown	ふたごのオオカミ大冒険	Music	1	Oct 1, 1980	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	17169	360	0	10	254	4	44	48	11	2	3	10	23	44	25	20	13	20	"Music
           

            Music"	"Kids
           

            Kids"							
29609	Chinka		Action	Unknown	ちんか	Special	1	Mar 31, 2010	Unknown	Unknown	Unknown	Mirai Fusion	Original	27 sec.	G - All Ages	"12572"	15500	507	0	20	347	3	47	90	11	1	5	16	37	73	37	34	12	19				"Action
           

            Action"					
29609	Chinka		Action	Unknown	ちんか	Special	1	Mar 31, 2010	Unknown	Unknown	Unknown	Mirai Fusion	Original	27 sec.	G - All Ages	"12572"	15500	507	0	20	347	3	47	90	11	1	5	16	37	73	37	34	12	19				"Action
           

            Action"					
29703	Ikoku na Retro		Hentai	Raunchy Role Play	異国なレトロ	OVA	1	Apr 24, 2015	Unknown	Pashmina	Kitty Media	Studio 1st	Manga	25 min.	Rx - Hentai	"N/A"	7518	6292	9	608	3681	307	244	1452	180	125	320	646	558	397	137	66	44	49				"Hentai
            

             Hentai"					
29703	Ikoku na Retro		Hentai	Raunchy Role Play	異国なレトロ	OVA	1	Apr 24, 2015	Unknown	Pashmina	Kitty Media	Studio 1st	Manga	25 min.	Rx - Hentai	"N/A"	7518	6292	9	608	3681	307	244	1452	180	125	320	646	558	397	137	66	44	49				"Hentai
            

             Hentai"					
29812	Yumemi Douji		Drama	Unknown	夢見童子	Movie	1	Apr 5, 1958	Unknown	Unknown	Unknown	Toei Animation	Original	15 min.	G - All Ages	"11950"	14780	610	0	21	329	12	80	168	21	1	2	15	22	68	32	11	7	52				"Drama
           

            Drama"					
29812	Yumemi Douji		Drama	Unknown	夢見童子	Movie	1	Apr 5, 1958	Unknown	Unknown	Unknown	Toei Animation	Original	15 min.	G - All Ages	"11950"	14780	610	0	21	329	12	80	168	21	1	2	15	22	68	32	11	7	52				"Drama
           

            Drama"					
29829	Tamayura: Sotsugyou Shashin Part 2 - Hibiki		Slice of Life, CGDCT, Iyashikei	Unknown	たまゆら～卒業写真～ 第2部 響-ひびき-	Movie	1	Aug 29, 2015	Unknown	Shochiku, flying DOG	Unknown	TYO Animations	Original	52 min.	G - All Ages	"1025"	6170	10242	12	386	4510	246	180	4920	442	577	1079	814	291	116	29	20	7	16			"CGDCT
           

            CGDCT
           
           ,
           
            Iyashikei
           

            Iyashikei"	"Slice of Life
           

            Slice of Life"					
29829	Tamayura: Sotsugyou Shashin Part 2 - Hibiki		Slice of Life, CGDCT, Iyashikei	Unknown	たまゆら～卒業写真～ 第2部 響-ひびき-	Movie	1	Aug 29, 2015	Unknown	Shochiku, flying DOG	Unknown	TYO Animations	Original	52 min.	G - All Ages	"1025"	6170	10242	12	386	4510	246	180	4920	442	577	1079	814	291	116	29	20	7	16			"CGDCT
           

            CGDCT
           
           ,
           
            Iyashikei
           

            Iyashikei"	"Slice of Life
           

            Slice of Life"					
30103	Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara		Fantasy, Mahou Shoujo, Music	Unknown	映画プリキュアオールスターズ 春のカーニバル♪ 「イマココカラ」	Music	1	Jan 31, 2015	Unknown	Unknown	Unknown	Toei Animation	Original	3 min.	G - All Ages	"N/A"	10966	2021	1	69	1239	42	81	590	96	52	100	150	145	118	43	23	16	18			"Mahou Shoujo
           

            Mahou Shoujo
           
           ,
           
            Music
           

            Music"	"Fantasy
           

            Fantasy"					
30103	Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara		Fantasy, Mahou Shoujo, Music	Unknown	映画プリキュアオールスターズ 春のカーニバル♪ 「イマココカラ」	Music	1	Jan 31, 2015	Unknown	Unknown	Unknown	Toei Animation	Original	3 min.	G - All Ages	"N/A"	10966	2021	1	69	1239	42	81	590	96	52	100	150	145	118	43	23	16	18			"Mahou Shoujo
           

            Mahou Shoujo
           
           ,
           
            Music
           

            Music"	"Fantasy
           

            Fantasy"					
30311	Kuroko no Basket 3rd Season NG-shuu		Comedy, Sports, Team Sports	Unknown	黒子のバスケ3期 NG集	Special	9	Apr 24, 2015 to Dec 24, 2015	Unknown	Bandai Visual	Unknown	Production I.G	Manga	2 min. per ep.	PG-13 - Teens 13 or older	"1246"	3205	44840	83	1568	32893	676	472	9231	2810	2566	4757	5144	1919	800	195	90	37	67	"Team Sports
           

            Team Sports"								
30311	Kuroko no Basket 3rd Season NG-shuu		Comedy, Sports, Team Sports	Unknown	黒子のバスケ3期 NG集	Special	9	Apr 24, 2015 to Dec 24, 2015	Unknown	Bandai Visual	Unknown	Production I.G	Manga	2 min. per ep.	PG-13 - Teens 13 or older	"1246"	3205	44840	83	1568	32893	676	472	9231	2810	2566	4757	5144	1919	800	195	90	37	67	"Team Sports
           

            Team Sports"								
30330	Utsukushii Hoshi		Avant Garde	Beautiful Planet	美しい星	Movie	1	1974	Unknown	Unknown	Unknown	Takun Manga Box	Unknown	3 min.	G - All Ages	"12577"	15585	499	2	15	341	4	52	87	12	1	3	21	42	61	32	30	22	14				"Avant Garde
            

             Avant Garde"					
30330	Utsukushii Hoshi		Avant Garde	Beautiful Planet	美しい星	Movie	1	1974	Unknown	Unknown	Unknown	Takun Manga Box	Unknown	3 min.	G - All Ages	"12577"	15585	499	2	15	341	4	52	87	12	1	3	21	42	61	32	30	22	14				"Avant Garde
            

             Avant Garde"					
30418	Petit Manga		Avant Garde	Unknown	プチ漫画	Movie	1	2009	Unknown	Unknown	Unknown	Takun Manga Box	Original	5 min.	G - All Ages	"13056"	16482	412	0	19	289	4	31	69	12	Unknown	1	9	12	32	33	26	42	39				"Avant Garde
           

            Avant Garde"					
30418	Petit Manga		Avant Garde	Unknown	プチ漫画	Movie	1	2009	Unknown	Unknown	Unknown	Takun Manga Box	Original	5 min.	G - All Ages	"13056"	16482	412	0	19	289	4	31	69	12	Unknown	1	9	12	32	33	26	42	39				"Avant Garde
           

            Avant Garde"					
30911	Tales of Zestiria the Cross		Action, Adventure, Fantasy	Tales of Zestiria the X	テイルズ オブ ゼスティリア ザ クロス	TV	12	Jul 10, 2016 to Sep 25, 2016	Summer 2016	Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan	Funimation	ufotable	Game	23 min. per ep.	PG-13 - Teens 13 or older	"3014"	715	324042	784	24883	182075	11440	17664	87980	9383	14647	36161	45141	21517	9924	3824	1300	580	472						Tales of Zestiria The X	Tales of Zestiria The X		
30911	Tales of Zestiria the Cross		Action, Adventure, Fantasy	Tales of Zestiria the X	テイルズ オブ ゼスティリア ザ クロス	TV	12	Jul 10, 2016 to Sep 25, 2016	Summer 2016	Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan	Funimation	ufotable	Game	23 min. per ep.	PG-13 - Teens 13 or older	"3014"	715	324042	784	24883	182075	11440	17664	87980	9383	14647	36161	45141	21517	9924	3824	1300	580	472						Tales of Zestiria The X	Tales of Zestiria The X		
30925	Gatchaman Crowds Insight: Inbound		Action, Sci-Fi, Super Power	Unknown	GATCHAMAN CROWDS insight（インサイト）「#0 inbound」	ONA	1	Jun 20, 2015	Unknown	Unknown	Sentai Filmworks	Tatsunoko Production	Original	14 min.	PG-13 - Teens 13 or older	"4243"	4286	25125	11	526	18039	304	263	5993	526	895	2422	4465	2250	953	277	105	51	55	"Super Power
           

            Super Power"								
30925	Gatchaman Crowds Insight: Inbound		Action, Sci-Fi, Super Power	Unknown	GATCHAMAN CROWDS insight（インサイト）「#0 inbound」	ONA	1	Jun 20, 2015	Unknown	Unknown	Sentai Filmworks	Tatsunoko Production	Original	14 min.	PG-13 - Teens 13 or older	"4243"	4286	25125	11	526	18039	304	263	5993	526	895	2422	4465	2250	953	277	105	51	55	"Super Power
           

            Super Power"								
31953	New Game!		Comedy, Adult Cast, CGDCT, Otaku Culture, Workplace	New Game!	NEW GAME!	TV	12	Jul 4, 2016 to Sep 19, 2016	Summer 2016	Frontier Works, Kadokawa Shoten, Movic, AT-X, Delfi Sound, Sony Music Communications, Houbunsha, MAGES., Lawson	Funimation, Crunchyroll	Doga Kobo	4-koma manga	24 min. per ep.	PG-13 - Teens 13 or older	"1562"	514	426191	2845	24424	252959	12455	14764	121589	14364	27732	64224	61053	22199	8912	2528	936	415	430			"Adult Cast
           

            Adult Cast
           
           ,
           
            CGDCT
           

            CGDCT
           
           ,
           
            Otaku Culture
           

            Otaku Culture
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
31953	New Game!		Comedy, Adult Cast, CGDCT, Otaku Culture, Workplace	New Game!	NEW GAME!	TV	12	Jul 4, 2016 to Sep 19, 2016	Summer 2016	Frontier Works, Kadokawa Shoten, Movic, AT-X, Delfi Sound, Sony Music Communications, Houbunsha, MAGES., Lawson	Funimation, Crunchyroll	Doga Kobo	4-koma manga	24 min. per ep.	PG-13 - Teens 13 or older	"1562"	514	426191	2845	24424	252959	12455	14764	121589	14364	27732	64224	61053	22199	8912	2528	936	415	430			"Adult Cast
           

            Adult Cast
           
           ,
           
            CGDCT
           

            CGDCT
           
           ,
           
            Otaku Culture
           

            Otaku Culture
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
32353	Bonobono (TV 2016)		Comedy, Slice of Life, Anthropomorphic	Bono Bono	ぼのぼの	TV	Unknown	Apr 2, 2016 to ?	Spring 2016	Fuji TV, Glovision	Unknown	Eiken	4-koma manga	5 min.	G - All Ages	"7317"	9661	3074	19	841	0	430	826	977	100	48	91	134	135	90	41	26	24	45	"Anthropomorphic
            

             Anthropomorphic"				Bono Bono	Bono Bono	Bono Bono		
32353	Bonobono (TV 2016)		Comedy, Slice of Life, Anthropomorphic	Bono Bono	ぼのぼの	TV	Unknown	Apr 2, 2016 to ?	Spring 2016	Fuji TV, Glovision	Unknown	Eiken	4-koma manga	5 min.	G - All Ages	"7317"	9661	3074	19	841	0	430	826	977	100	48	91	134	135	90	41	26	24	45	"Anthropomorphic
            

             Anthropomorphic"				Bono Bono	Bono Bono	Bono Bono		
32606	Onigiri		Comedy, Fantasy, Mythology	Onigiri	鬼斬	TV	13	Apr 7, 2016 to Jun 30, 2016	Spring 2016	Pierrot, Being, Zack Promotion, Bushiroad Music	Sentai Filmworks	Pierrot Plus	Game	3 min. per ep.	PG-13 - Teens 13 or older	"11921"	3905	30895	39	2173	12295	873	2957	12597	380	243	576	1300	2017	2380	1457	791	560	424	"Mythology
           

            Mythology"								
32606	Onigiri		Comedy, Fantasy, Mythology	Onigiri	鬼斬	TV	13	Apr 7, 2016 to Jun 30, 2016	Spring 2016	Pierrot, Being, Zack Promotion, Bushiroad Music	Sentai Filmworks	Pierrot Plus	Game	3 min. per ep.	PG-13 - Teens 13 or older	"11921"	3905	30895	39	2173	12295	873	2957	12597	380	243	576	1300	2017	2380	1457	791	560	424	"Mythology
           

            Mythology"								
32781	Refrain (Music)		Music	Unknown	リフレイン	Music	1	Mar 3, 2009	Unknown	Space Shower Music	Unknown	Unknown	Music	4 min.	G - All Ages	"N/A"	16748	391	0	19	272	4	23	73	12	2	8	16	34	65	22	20	8	12	"Music
           

            Music"								
32781	Refrain (Music)		Music	Unknown	リフレイン	Music	1	Mar 3, 2009	Unknown	Space Shower Music	Unknown	Unknown	Music	4 min.	G - All Ages	"N/A"	16748	391	0	19	272	4	23	73	12	2	8	16	34	65	22	20	8	12	"Music
           

            Music"								
32879	Norn9: Norn+Nonet  - Unmei no Megami		Adventure, Fantasy, Romance, Sci-Fi, Josei	Unknown	NORN9 ノルン+ノネット 総集編　運命の女神	Special	1	Mar 10, 2016	Unknown	Unknown	Unknown	Kinema Citrus	Visual novel	24 min.	PG-13 - Teens 13 or older	"8417"	7532	6248	2	173	3961	76	135	1903	163	118	239	450	591	477	158	81	43	46		"Josei
           

            Josei"							
32879	Norn9: Norn+Nonet  - Unmei no Megami		Adventure, Fantasy, Romance, Sci-Fi, Josei	Unknown	NORN9 ノルン+ノネット 総集編　運命の女神	Special	1	Mar 10, 2016	Unknown	Unknown	Unknown	Kinema Citrus	Visual novel	24 min.	PG-13 - Teens 13 or older	"8417"	7532	6248	2	173	3961	76	135	1903	163	118	239	450	591	477	158	81	43	46		"Josei
           

            Josei"							
33024	Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa		Action, Sci-Fi, Mecha, School, Space, Seinen	Majestic Prince Episode 25 – Wings to the Future	銀河機攻隊 マジェスティックプリンス  「未来への翼」	Special	1	Sep 29, 2016	Unknown	Sotsu	Sentai Filmworks	Orange, Seven Arcs Pictures	Manga	23 min.	PG-13 - Teens 13 or older	"7037"	7475	6379	1	229	4124	84	98	1844	115	112	296	804	825	413	117	29	22	21		"Seinen
            

             Seinen"	"Mecha
            

             Mecha
            
            ,
            
             School
            

             School
            
            ,
            
             Space
            

             Space"						
33024	Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa		Action, Sci-Fi, Mecha, School, Space, Seinen	Majestic Prince Episode 25 – Wings to the Future	銀河機攻隊 マジェスティックプリンス  「未来への翼」	Special	1	Sep 29, 2016	Unknown	Sotsu	Sentai Filmworks	Orange, Seven Arcs Pictures	Manga	23 min.	PG-13 - Teens 13 or older	"7037"	7475	6379	1	229	4124	84	98	1844	115	112	296	804	825	413	117	29	22	21		"Seinen
            

             Seinen"	"Mecha
            

             Mecha
            
            ,
            
             School
            

             School
            
            ,
            
             Space
            

             Space"						
33155	Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya		Action, School	Code Geass:Lelouch of the Rebellion Picture Drama - The Night of the Beginning	コードギアス 反逆のルルーシュ ピクチャードラマ STAGE 0.97 はじまりの前夜	Special	1	Sep 25, 2013	Unknown	Sunrise, Bandai Visual	Unknown	Unknown	Original	3 min.	PG-13 - Teens 13 or older	"8841"	6399	9421	4	242	5387	221	287	3284	240	107	221	595	974	677	216	101	57	82	"School
            

             School"			"Action
            

             Action"					
33155	Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya		Action, School	Code Geass:Lelouch of the Rebellion Picture Drama - The Night of the Beginning	コードギアス 反逆のルルーシュ ピクチャードラマ STAGE 0.97 はじまりの前夜	Special	1	Sep 25, 2013	Unknown	Sunrise, Bandai Visual	Unknown	Unknown	Original	3 min.	PG-13 - Teens 13 or older	"8841"	6399	9421	4	242	5387	221	287	3284	240	107	221	595	974	677	216	101	57	82	"School
            

             School"			"Action
            

             Action"					
33323	Kamisama Hajimemashita: Kamisama, Shiawase ni Naru		Comedy, Fantasy, Romance, Mythology, Shoujo	Unknown	神様はじめました「神様、幸せになる」	OVA	1	Dec 20, 2016	Unknown	Unknown	Unknown	TMS Entertainment	Manga	12 min.	PG-13 - Teens 13 or older	"412"	2653	63787	186	1408	49242	472	285	12380	7436	6217	8741	5981	2167	801	310	111	62	83	"Mythology
           

            Mythology"	"Shoujo
           

            Shoujo"							
33323	Kamisama Hajimemashita: Kamisama, Shiawase ni Naru		Comedy, Fantasy, Romance, Mythology, Shoujo	Unknown	神様はじめました「神様、幸せになる」	OVA	1	Dec 20, 2016	Unknown	Unknown	Unknown	TMS Entertainment	Manga	12 min.	PG-13 - Teens 13 or older	"412"	2653	63787	186	1408	49242	472	285	12380	7436	6217	8741	5981	2167	801	310	111	62	83	"Mythology
           

            Mythology"	"Shoujo
           

            Shoujo"							
33717	Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special		Drama, Fantasy, Mystery	Unknown	銀河鉄道の夜 -Fantasy Railroad in the Stars-	Special	1	Feb 23, 2007	Unknown	Unknown	Unknown	KAGAYA Studio	Novel	22 min.	G - All Ages	"19794"	16058	451	0	32	152	19	43	205	12	1	3	13	14	14	5	2	3	13									
33717	Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special		Drama, Fantasy, Mystery	Unknown	銀河鉄道の夜 -Fantasy Railroad in the Stars-	Special	1	Feb 23, 2007	Unknown	Unknown	Unknown	KAGAYA Studio	Novel	22 min.	G - All Ages	"19794"	16058	451	0	32	152	19	43	205	12	1	3	13	14	14	5	2	3	13									
33723	Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama		Comedy, Mahou Shoujo	Unknown	魔法少女? なりあ☆がーるず生でアニメをつくるさま	ONA	12	Jul 1, 2016 to Sep 16, 2016	Unknown	Pony Canyon	Unknown	Bouncy	Original	40 min. per ep.	PG-13 - Teens 13 or older	"16019"	14097	747	0	55	187	21	81	403	13	2	3	4	10	13	18	9	6	41	"Mahou Shoujo
           

            Mahou Shoujo"			"Comedy
           

            Comedy"					
33723	Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama		Comedy, Mahou Shoujo	Unknown	魔法少女? なりあ☆がーるず生でアニメをつくるさま	ONA	12	Jul 1, 2016 to Sep 16, 2016	Unknown	Pony Canyon	Unknown	Bouncy	Original	40 min. per ep.	PG-13 - Teens 13 or older	"16019"	14097	747	0	55	187	21	81	403	13	2	3	4	10	13	18	9	6	41	"Mahou Shoujo
           

            Mahou Shoujo"			"Comedy
           

            Comedy"					
33783	Godzilla 1: Kaijuu Wakusei		Action, Adventure, Sci-Fi	Godzilla:Planet of the Monsters	GODZILLA -怪獣惑星-	Movie	1	Nov 17, 2017	Unknown	TOHO, TOHO animation	Unknown	Polygon Pictures	Original	1 hr. 27 min.	R - 17+ (violence & profanity)	"7004"	2694	61824	66	1052	46264	398	553	13557	1188	1796	5128	10745	8323	4350	2235	1037	523	329							Godzilla:Planet der Monster		
33783	Godzilla 1: Kaijuu Wakusei		Action, Adventure, Sci-Fi	Godzilla:Planet of the Monsters	GODZILLA -怪獣惑星-	Movie	1	Nov 17, 2017	Unknown	TOHO, TOHO animation	Unknown	Polygon Pictures	Original	1 hr. 27 min.	R - 17+ (violence & profanity)	"7004"	2694	61824	66	1052	46264	398	553	13557	1188	1796	5128	10745	8323	4350	2235	1037	523	329							Godzilla:Planet der Monster		
